conv_id,text,intent,sector,sentiment,turns,_synthetic
conv_00261,"[customer] Oi, vc pode me ajudar com um problema no meu cartao? td vez que eu tento fazer uma compra ele nao funciona
[agent] Beleza, posso te ajudar com isso. Qual o erro exatamente que você está vendo quando tenta fazer a compra? É um código de erro ou uma mensagem específica?
[customer] nao tem codigo de erro, apenas uma msg dizendo que o cartao foi recusado. ja tentei contato com o estabelecimento e eles disseram que o problema nao e deles
[agent] Entendi, show, vamos tentar resolver isso. Você pode me informar o número do seu cartão e a data da última compra que você tentou fazer? Vou verificar se há algum problema com o cartão ou com a sua conta
[customer] o num do cartao e 4532, expira em 2025. ja verifiquei o saldo e td ta ok
[agent] Certo, vou verificar algumas coisas. Pode ser que haja um problema com o limite de compras ou com a segurança do cartão. Você pode aguardar um momento enquanto eu verifico?
[customer] ta bom, obrigado
[agent] Ok, eu encontrei o problema. Havia um bloqueio temporário no seu cartão devido a uma transação suspeita. Já liberei o cartão para você. Se tiver mais algum problema, é só me chamar, beleza?",suporte_tecnico,financeiro,neutral,8,False
conv_00923,"[customer] Oi, vc pode me ajudar? To tentando comprar o pacote de software mas o site ta dando erro td hora
[agent] Beleza, posso sim ajudar! Desculpe pelo incômodo. Qual é o erro exatamente que você está vendo? É um erro de pagamento ou algo mais?
[customer] Na verdade, não sei direito. Ele só diz que não conseguiu processar o pedido. Já tentei td, mas não da certo. To ficando louco
[agent] Entendo sua frustração. Vou te pedir para tentar novamente, mas desta vez, por favor, anote o código de erro que aparece na tela, se houver. Isso vai me ajudar a identificar o problema mais rápido.
[customer] Blz, vou tentar de novo. O código de erro é #ERR123. Espero que vc consiga resolver isso, ta demorando muito
[agent] Show, com o código de erro, consigo verificar o que está acontecendo. Vou criar um ticket para nossa equipe técnica e vamos resolver isso o mais rápido possível. Você receberá um e-mail com as atualizações. Obrigado pela paciência!
[customer] Obrigado, espero que resolva mesmo. Se precisar de mais info, é só chamar
[agent] Ta bom, não se preocupe, vamos resolver. Se tiver mais alguma coisa, é só entrar em contato. Tenha um bom dia!",compra,tecnologia,negative,8,False
conv_00160,"[customer] Oi, vc tem algum desconto para compra de celular?
[agent] Beleza! Sim, temos uma promoção de 10% off em todos os celulares da nossa loja online. Qual modelo você está interessado?
[customer] Td bem, estou procurando um celular da Samsung. O que vc tem de melhor?
[agent] Show! Nós temos o Samsung Galaxy S22 com um desconto especial de 15% off. Você também ganha um fone de ouvido sem fio de graça. Quer que eu te envie o link para comprar?
[customer] Sim, por favor! Quero comprar esse mesmo. Como faço para ter o desconto?
[agent] Ta bom! Basta você usar o código S22PROMO no carrinho de compras para ter o desconto. Se tiver alguma dúvida, é só me chamar, beleza?
[customer] Ok, td certo! Muito obrigado pela ajuda, vc é um show!
[agent] De nada! Fico feliz em ter ajudado. Se precisar de mais alguma coisa, não hesite em entrar em contato. Tenha um ótimo dia e boa compra!",compra,ecommerce,positive,8,False
conv_00402,"[customer] Olá, td bem? Quero elogiar o atendimento que recebi na loja vc de São Paulo, show de bola!
[agent] Muito obrigado por seu elogio! Fico feliz em saber que nosso atendimento foi de sua satisfacao. Você gostaria de nos dar mais detalhes sobre o que tornou a experiencia tão positiva?
[customer] Beleza, foi o atendente que me ajudou a resolver um problema com minha linha de celular, ele foi super paciente e resolveu td rapidamente. Vc pode passar o elogio pra ele?
[agent] Com certeza! Vou registrar seu elogio e encaminhar para a equipe da loja. Seu atendente se chama... ou você se lembra do nome dele?
[customer] Naum lembro do nome, mas era um cara bem simpatico, moreno, cabelo curto. Tava trabalhando na loja no dia 10 de marco
[agent] Ok, vou verificar e ver se consigo identificar quem foi o atendente. Muito obrigado novamente pelo seu elogio, é sempre um prazer saber que estamos fazendo as coisas certas!
[customer] De nada, vc vc tá de parabens tambem, atendimento online show!
[agent] Muito obrigado! Se precisar de mais alguma coisa, é só entrar em contato. Tenha um ótimo dia!",elogio,telecom,positive,8,False
conv_00513,"[customer] Ola, eu quero deixar um elogio sobre o atendimento que eu recebi na clinica vc
[agent] Muito obrigado por entrar em contato! Estamos muito felizes em saber que o atendimento foi de seu agrado. Pode me contar um pouco mais sobre o que aconteceu?
[customer] Beleza, eu fui na clinica ontem e o medico que me atendeu foi show, muito atencioso e explicou td sobre o meu tratamento
[agent] Que bom saber disso! Vou registrar o seu elogio e enviar para a equipe da clinica. Se precisar de mais alguma coisa, nao hesite em entrar em contato, ta bom?
[customer] Ta bom, eu so queria deixar o elogio mesmo, mas posso perguntar sobre os proximos passos do meu tratamento?
[agent] Claro, posso verificar os detalhes do seu tratamento. Pode me dar o seu numero de protocolo ou o nome do medico que o atendeu?
[customer] O nome do medico era Dr. Joao, nao tenho o numero de protocolo na mao
[agent] Tudo bem, vou verificar com a equipe. Se precisar de mais alguma informacao, vou entrar em contato. Muito obrigado novamente pelo elogio e pela oportunidade de ajudar",elogio,saude,neutral,8,False
conv_00176,"[customer] Oi, vc pode me ajudar a cancelar um pedido?
[agent] Beleza, tudo bem! Claro, posso te ajudar com isso. Qual é o número do seu pedido?
[customer] td bem, o numero do pedido é #1234. Eu quero cancelar td porque mudei de ideia
[agent] Show, entendi! Vou verificar o status do seu pedido. Você fez o pedido há pouco tempo, então ainda dá para cancelar. Você gostaria de cancelar o pedido inteiro ou apenas um item?
[customer] vc acha que da para cancelar so um item? Eu quero cancelar so um relógio
[agent] Sim, dá para cancelar apenas um item. Vou verificar se o relógio já foi enviado. Se não tiver sido enviado, posso cancelar apenas esse item para você. Aguarde um minutinho, por favor.
[customer] ok, ta bom. Obrigado pela ajuda
[agent] De nada! O item foi cancelado com sucesso. Você receberá um e-mail com a confirmação do cancelamento. Se tiver mais alguma dúvida, é só chamar",cancelamento,ecommerce,neutral,8,False
conv_00612,"[customer] Oi, vc pode me ajudar a cancelar o curso de ingles que eu comprei? td isso ta um saco e nao estou gostando
[agent] Beleza, entendo que você está insatisfeito. Posso ajudar com o cancelamento, mas preciso verificar alguns detalhes. Você pode me fornecer o seu nome e o código do curso que você comprou?
[customer] meu nome é marcos e o codigo é #1234. show, espero que vc possa resolver isso logo
[agent] Obrigado, Marcos. Verifiquei e o seu curso ainda está dentro do prazo de cancelamento. Vou precisar que você preencha um formulário de cancelamento, que eu vou te enviar por e-mail. Você receberá em alguns minutos
[customer] ok, ta bom. mas como que eu vou saber se o cancelamento foi feito? vc pode me dar alguma confirmação?
[agent] Claro, Marcos. Assim que você preencher o formulário, você receberá uma confirmação por e-mail com o comprovante do cancelamento. Além disso, você também pode verificar o status do seu curso na área do aluno, que será atualizada em até 24 horas
[customer] beleza, obrigado pela ajuda. td resolvido então
[agent] De nada, Marcos. Fico feliz em ter podido ajudar. Se tiver mais alguma coisa, não hesite em entrar em contato. Até logo",cancelamento,educacao,negative,8,False
conv_00748,"[customer] E aí, td bem? Estou procurando um imóvel para alugar
[agent] Show, tudo bem sim! É um prazer ajudar. Qual é o tipo de imóvel que você está procurando? Apartamento, casa ou algo mais específico?
[customer] vc tem alguma opção de apartamento em São Paulo? Preciso de algo com 2 quartos
[agent] Sim, temos várias opções de apartamentos em São Paulo. Posso te enviar algumas sugestões com 2 quartos. Qual é o bairro que você está interessado?
[customer] ta bom, me envie as opções. Estou interessado em algo no bairro de Pinheiros
[agent] Beleza! Já estou te enviando as opções de apartamentos em Pinheiros com 2 quartos. Você também pode acessar nosso site e filtrar as opções por bairro e características do imóvel. Se tiver alguma dúvida ou precisar de mais ajuda, é só me avisar
[customer] ok, td bem. Vou dar uma olhada nas opções e te aviso se precisar de mais alguma coisa
[agent] Perfeito! Estou à disposição para qualquer coisa. Se precisar de mais informações ou quiser agendar uma visita a algum imóvel, é só me ligar ou enviar uma mensagem",saudacao,imobiliario,positive,8,False
conv_00467,"[customer] Oi, eu estou tendo um problema com o meu plano de saude da sua clinica. Eu fui no medico ontem e eles me cobraram td em dinheiro, falaram que o meu plano nao estava valido. Vc pode me ajudar a resolver isso?
[agent] Beleza, eu vou verificar o que aconteceu. Pode me informar o seu numero de plano e a data do atendimento para eu poder verificar?
[customer] meu numero de plano e 123456, e eu fui no medico na quarta-feira passada. Eu ja liguei para a clinica e eles falaram que eu tenho que ligar para o plano de saude, ta bom, mas eu estou muito frustrado com isso
[agent] Entendi, eu estou vendo o que aconteceu. Parece que houve um problema com a atualizacao do seu plano. Eu vou encaminhar isso para o nosso setor de atualizacoes e vamos resolver isso o mais rapido possivel. Você pode receber um contato deles em até 24 horas para resolver a situacao
[customer] ok, show, muito obrigado pela ajuda. Eu espero que eles resolvam isso logo, pois eu preciso fazer outro exame e nao quero ter que pagar tudo novamente
[agent] Sem problemas, eu entendo a sua situacao. Se você tiver mais algum problema ou precisar de algo, não hesite em entrar em contato conosco. Nós vamos fazer o possível para resolver isso o mais rapido possivel",reclamacao,saude,negative,6,False
conv_00932,"[customer] Oi, vc pode me ajudar a cancelar o servico de backup que eu tenho com vc?
[agent] Beleza, posso te ajudar com isso. Para cancelar o servico, preciso saber o seu ID de cliente ou o email que vc usou para se cadastrar. Pode me passar uma dessas informacoes, por favor?
[customer] td bem, o meu email e fulano@example.com. Quero cancelar td porque mudei para outro servico
[agent] Show, entendi. Vou verificar se o seu plano permite cancelamento e quais sao as condicoes. Posso te perguntar, vc ja verificou se tem algum pagamento pendente ou algo que precise ser resolvido antes do cancelamento?
[customer] nao, ta td ok, vc pode fazer o cancelamento?
[agent] Ok, beleza. Vou processar o cancelamento do seu servico. Vc vai receber um email de confirmacao em alguns minutos. Se tiver alguma duvida ou precisar de ajuda no futuro, nao hesite em entrar em contato. Obrigado por ter escolhido a nossa empresa e espero que vc tenha encontrado o que precisava com o novo servico.
[customer] obg, td bem
[agent] De nada, foi um prazer atender vc. Se precisar de algo mais, estou aqui. Tenha um otimo dia",cancelamento,tecnologia,neutral,8,False
conv_00639,"[customer] Oi, td bem?
[agent] Show, td bem sim! Seja bem-vindo ao nosso restaurante. Como posso ajudar vc hoje?
[customer] Ta tudo beleza, apenas queria saber se vc vc tem alguma promoção no momento
[agent] Sim, temos uma promoção de 10% de desconto em pedidos acima de R$50,00. Quer que eu te envie o link da promoção no nosso app?
[customer] Beleza, seria show!
[agent] Pronto, já te enviei o link. Se tiver alguma dúvida ou precisar de mais ajuda, é só me chamar, ta bom?",saudacao,restaurante,positive,6,False
conv_00297,"[customer] Eae, tudo bem? Quero dar um feedback sobre o atendimento que recebi aqui no banco digital. Foi show, td bem resolvido
[agent] Beleza, obrigado por entrar em contato! Ficamos felizes em saber que o atendimento foi satisfatório. Você gostaria de relatar mais sobre a experiência que teve conosco?
[customer] Na verdade, eu tive um problema com o cartao e vc vc resolveram td super rapido. A atendente que me atendeu foi super simpatica e eficiente
[agent] Que bom saber disso! Vamos registrar esse elogio e repassar para a equipe. Se tiver mais alguma coisa que precisar, é só nos chamar, ta bom?
[customer] Ta bom, eu so queria agradecer mesmo. Vc podem me dizer como funciona o programa de recompensas que vc oferecem?
[agent] Claro, podemos te explicar sobre o programa de recompensas. Ele funciona da seguinte forma: para cada compra que você faz com o cartão, você acumula pontos que podem ser trocados por prêmios ou descontos. Quer que a gente te envie mais infos por e-mail?
[customer] Sim, por favor. Me mande td por e-mail que eu vou dar uma olhada
[agent] Beleza, já enviamos um e-mail com as informações do programa de recompensas. Se tiver mais alguma dúvida, é só nos ligar, ok?",elogio,financeiro,neutral,8,False
conv_00668,"[customer] Oi, vc pode me explicar como funciona o delivery pelo app?
[agent] Beleza, claro! O delivery pelo app é bem simples. Você faz o pedido, escolhe a forma de pagamento e nós entregamos em até 45 minutos, dependendo do trânsito. Td bem explicado no app, mas se tiver alguma dúvida, é só perguntar.
[customer] Show, td bem então. Mas como eu sei que o pedido ta sendo preparado?
[agent] Quando o pedido é recebido, você recebe um notification pelo app informando que o pedido foi aceito. Depois, você recebe outra notification quando o pedido sai para entrega. E se precisar de mais info, pode ligar para gente ou usar o chat do app.
[customer] Ok, entendi. E se eu quiser cancelar o pedido?
[agent] Se você precisar cancelar, é só entrar em contato conosco pelo app ou ligar. Nós vamos verificar se o pedido já foi preparado ou não. Se não, a gente cancela e devolve o dinheiro. Se já foi preparado, a gente avisa e você pode decidir se quer receber o pedido ou não.
[customer] Ta bom, obrigado pela explicação!
[agent] De nada! Se tiver mais alguma dúvida, é só perguntar. Bom apetite!",duvida_servico,restaurante,neutral,8,False
conv_00907,"[customer] Olá, estou tendo um problema com o seu software, vc pode me ajudar?
[agent] Beleza, claro que sim! Qual é o problema que você está enfrentando? Pode me contar um pouco mais sobre o que está acontecendo?
[customer] td parece funcionar certinho, mas quando eu vou salvar um projeto, da erro. Já tentei reiniciar o pc, mas td continua igual
[agent] Entendi, vamos tentar resolver isso. Você pode me informar qual é a mensagem de erro que aparece quando você tenta salvar o projeto? E qual é a versão do nosso software que você está usando?
[customer] a msg de erro é algo como 'falha na conexão com o servidor'. E estou usando a versão mais recente, atualizei há alguns dias
[agent] Show, vamos verificar isso. Posso precisar que você envie um log do erro para que possamos analisar melhor. Você pode me enviar isso por e-mail ou podemos fazer um acesso remoto para resolver o problema mais rápido?
[customer] ta bom, acho que vou enviar o log por e-mail, é mais fácil para mim
[agent] Perfeito! Por favor, envie o log para o nosso e-mail de suporte e vamos analisar o problema. Se precisar de mais alguma coisa, é só me chamar, ok?",suporte_tecnico,tecnologia,neutral,8,False
conv_00611,"[customer] Olha, vc pode me ajudar com um problema? Eu quero cancelar o curso de ingles que eu comprei, ta me deixando frustrado demais
[agent] Beleza, posso te ajudar com isso! Qual o motivo do cancelamento? Você não está satisfeito com o curso ou é outro problema?
[customer] Na verdade, eu acho que o nivel do curso nao é o que eu esperava, td muito basico e eu já sei td isso, entao queria saber se posso cancelar e ter o dinheiro de volta
[agent] Entendi, show, vamos verificar isso. Você pode me informar o seu ID de matrícula ou o e-mail que você usou para se inscrever no curso? Vou verificar as opções de cancelamento e devolução para você
[customer] ok, meu id é #1234 e o email é fulano@gmail.com, vc acha que eu consigo cancelar e receber o dinheiro de volta?
[agent] Sim, posso ajudar com isso. De acordo com as nossas políticas, você tem direito a cancelar o curso e receber um reembolso parcial. Vou te encaminhar um e-mail com as instruções para cancelar e solicitar o reembolso, ok?
[customer] ta bom, obrigado! Estou ansioso para resolver isso, vc pode me dizer quanto tempo leva para receber o reembolso?
[agent] O reembolso geralmente é processado em até 7 dias úteis após a solicitação. Você receberá um e-mail com as informações sobre o status do seu reembolso. Se tiver mais alguma dúvida, é só entrar em contato, beleza?",cancelamento,educacao,negative,8,False
conv_00014,"[customer] Olha, eu comprei um notebook na sua loja online e td deu errado, o carregador nao funciona, vc pode me ajudar?
[agent] Beleza, vamos resolver isso! Desculpe pelo inconveniente. Você pode me fornecer o numero do pedido e mais detalhes sobre o problema com o carregador, por favor?
[customer] O pedido e o 1234, eu ja tentei trocar o carregador mas continua sem funcionar, show, eu preciso desse notebook pro trabalho
[agent] Entendi, vamos fazer o seguinte: eu vou abrir um ticket de suporte tecnico e vamos enviar um tecnico para trocar o notebook ou consertar o carregador, o que for necessario. Você recebera um email com as instrucoes em até 24h, ta bom?
[customer] Ta bom, obrigado, espero que resolvam logo porque eu estou sem condições de trabalhar sem o notebook
[agent] Sem problemas, vamos resolver o mais rapido possivel. Se tiver mais alguma coisa ou precisar de atualizações, é só me chamar, estou aqui pra ajudar",suporte_tecnico,ecommerce,negative,6,False
conv_00716,"[customer] Oi, vc pode me ajudar com um pedido que fiz pelo app? Quero cancelar
[agent] Beleza, posso te ajudar sim! Qual o número do seu pedido?
[customer] td bem, o num do pedido é #1234. Eu pedi um lanche e agora não quero mais
[agent] Show, entendi! Vou verificar o status do seu pedido. Você pagou com cartão ou dinheiro?
[customer] paguei com cartão, vc acha que da pra cancelar e devolver o dinheiro?
[agent] Sim, da pra cancelar se o pedido ainda não foi preparado. Vou verificar com a cozinha e te aviso em um instante. Se tudo der certo, a devolução será feita em até 3 dias úteis
[customer] ok, td bem, obrigado pela ajuda!
[agent] De nada! Fico feliz em ter ajudado. Se tiver mais alguma coisa, é só chamar",cancelamento,restaurante,neutral,8,False
conv_00819,"[customer] Oi, tudo bem? Quero cancelar o servico de aluguel que vc ofereceu, ta bom?
[agent] Tudo bem, sim! Claro, posso ajudar com isso. Qual o motivo do cancelamento? E pode me informar o numero do contrato ou o endereco do imovel em questao?
[customer] Beleza, o motivo e que encontrei um outro imovel que atende melhor as minhas necessidades. O contrato e o 1234 e o endereco e rua exemplo, 123
[agent] Entendi, show! Vou verificar os dados e iniciar o processo de cancelamento. Voce recebeu algum desconto ou promoção quando fez o contrato? Isso pode influenciar no processo de cancelamento
[customer] Sim, vc me deu um desconto de 10% na epoca. Mas td bem, estou disposto a pagar qualquer multa que seja necessaria
[agent] Ok, entendi. Vou verificar os detalhes e enviar um e-mail com as informacoes do cancelamento e qualquer valor que seja necessário para quitar o contrato. Pode levar alguns dias para processar, mas vamos resolver tudo de forma rapida e transparente
[customer] Muito obrigado, vc e muito profissional! Estou satisfeito com o atendimento",cancelamento,imobiliario,positive,7,False
conv_00431,"[customer] E aii, tudo bem? Estou super chateado com o atendimento que recebi ontem
[agent] Bom dia! Desculpe ouvir que você teve uma experiência negativa. Posso ajudar a entender melhor o que aconteceu e tentar resolver o problema?
[customer] vc pode crer, eu liguei pra marcar um exame e a atendente demorou td pra atender, aí disse que não tinha vaga pra essa semana e eu preciso fazer urgentemente
[agent] Entendo sua frustração, beleza. Vou verificar se temos alguma vaga disponível para você realizar o exame o mais breve possível. Pode me dar o seu nome e o número do seu plano de saúde, por favor?
[customer] ok, show... meu nome é João Silva e o numero do plano é 123456
[agent] Obrigado, João. Já encontrei o seu cadastro. Consegui remarcar o seu exame para amanhã de manhã. Você receberá um SMS com os detalhes. Se tiver alguma dúvida, é só me ligar, ta bom?
[customer] beleza, obrigado! td bem agora
[agent] De nada, João! Fico feliz em ter podido ajudar. Se precisar de mais alguma coisa, não hesite em entrar em contato. Tenha um ótimo dia!",saudacao,saude,negative,8,False
conv_00882,"[customer] Oi, tudo bem? vc pode me explicar como funciona o servico de backup automático? td bem aqui
[agent] Beleza! Claro, posso te explicar. O nosso servico de backup automático faz uma copia dos seus dados a cada 24 horas, garantindo que tudo esteja seguro em caso de algum problema. Você pode acessar os backups a qualquer momento pelo nosso painel de controle.
[customer] Show, isso ta bom demais! mas como eu sei se o backup ta sendo feito corretamente? vc tem algum tipo de notificacao ou algo assim?
[agent] Sim, temos um sistema de notificacao que avisa você por e-mail caso ocorra algum problema durante o processo de backup. Além disso, você também pode verificar o status dos backups pelo nosso painel de controle, que mostra se o backup foi feito com sucesso ou se houve algum erro.
[customer] Ok, entendi. uma ultima coisa: qual o prazo para restaurar os dados em caso de perda?
[agent] Nossa equipe de suporte trabalha 24 horas por dia, então você pode solicitar a restauracao dos dados a qualquer momento. O prazo para restauracao depende da quantidade de dados e da complexidade do processo, mas geralmente leva apenas algumas horas.
[customer] Beleza, obrigado por tudo! vc foi muito ajudativo
[agent] De nada! Fico feliz em ter podido ajudar. Se tiver mais alguma duvida ou precisar de algo, não hesite em entrar em contato. Tenha um ótimo dia!",duvida_servico,tecnologia,positive,8,False
conv_00501,"[customer] Oi, vc pode me ajudar a cancelar meu plano de saude?
[agent] Beleza, posso te ajudar com isso. Para cancelar o plano, preciso saber o seu nome e o numero do seu contrato. Pode me passar essas infos?
[customer] td bem, meu nome e Joao Silva e o numero do contrato e 123456. Eu quero cancelar pq estou mudando de cidade e nao vou mais precisar do servico
[agent] Show, entendi. Vou verificar as informacoes. Você tem alguma pendencia em aberto conosco? Aluguel de equipamentos, consultas marcadas, td isso?
[customer] nao, td ok. ja fiz td o q precisava e agora quero mesmo e cancelar
[agent] Ta bom, vou te encaminhar para o setor de cancelamento. Eles vao te ligar em até 24h para confirmar o cancelamento. Se tiver alguma duvida, pode me ligar de volta, ok?
[customer] ok, obrigado pela ajuda
[agent] De nada, Joao. Se precisar de mais alguma coisa, nao hesite em entrar em contato. Tchau",cancelamento,saude,neutral,8,False
conv_00260,"[customer] oi, vc pode me ajudar com um problema no meu cartao? td vez que eu tento fazer uma compra, da erro
[agent] Beleza, claro que posso te ajudar! Você pode me informar qual é o erro exatamente que aparece quando você tenta fazer a compra? E qual é o seu número de cartão, por favor?
[customer] nao lembro o numero do cartao, mas da um erro de 'transacao negada' e eu sei que tenho saldo suficiente na conta
[agent] Show, vamos resolver isso! Você pode verificar se o seu cartão está ativo e se não há nenhum bloqueio? Além disso, você pode me dizer quando foi a última vez que você usou o cartão com sucesso?
[customer] ah, beleza, vou verificar... ah, sim, ele ta ativo e nao tem bloqueio nenhum. a ultima vez que usei foi ontem, deu td certo
[agent] Ok, entendi! Vou abrir um chamado técnico para você. Você receberá um e-mail com as instruções para resolver o problema. Se não resolver, você pode ligar para o nosso suporte técnico e eles vão te ajudar a resolver o problema
[customer] beleza, obrigado pela ajuda! td bem, vou aguardar o e-mail
[agent] De nada! Fico feliz em ter podido te ajudar. Se tiver mais alguma coisa, não hesite em entrar em contato. Tenha um ótimo dia!",suporte_tecnico,financeiro,neutral,8,False
conv_00328,"[customer] Oi, vc pode me falar um pouco sobre o plano de internet que vc oferece? Ta bom o preco?
[agent] Beleza! Claro, posso te ajudar com isso. Nossos planos de internet variam de acordo com a velocidade e o limite de dados. Qual é o seu perfil de uso? Você precisa de uma conexão para trabalhar, estudar ou apenas para navegar?
[customer] Eu preciso de uma conexao para trabalhar e estudar, td bem rapido. Qual o melhor plano para mim?
[agent] Entendi! Nossos planos mais rápidos são o 'Turbo' e o 'Fibra'. O 'Turbo' oferece velocidades de até 500 Mbps e o 'Fibra' oferece velocidades de até 1 Gbps. O 'Fibra' é o nosso plano mais completo e inclui também um telefone fixo e uma TV por assinatura. Qual é o seu orçamento aproximado para o plano?
[customer] Show, acho que o 'Fibra' pode ser uma boa opcao. Qual o preco dele?
[agent] O preço do plano 'Fibra' varia de acordo com a região, mas em geral, ele custa por volta de R$ 250,00 por mês. No entanto, estamos com uma promoção especial para novos clientes, onde você pode ter um desconto de 20% nos primeiros 3 meses. Você gostaria de fazer um pedido ou precisa de mais informações?
[customer] Pode ser que eu faça o pedido, mas preciso saber se vc tem cobertura na minha area. Moro em Sao Paulo, na zona sul.
[agent] Sim, temos cobertura na zona sul de Sao Paulo. Você pode verificar a disponibilidade do serviço no nosso site ou eu posso verificar para você. Basta me informar o seu endereço completo que eu posso verificar a cobertura para você.",duvida_produto,telecom,positive,8,False
conv_00457,"[customer] Oi, vc pode me explicar como funciona o servico de marcação de consultas? td que eu faço daqui não da certo
[agent] Beleza, posso te ajudar com isso. O serviço de marcação de consultas é feito pelo nosso site ou pelo aplicativo. Você precisa criar uma conta e, em seguida, escolher o médico e o horário desejado. Se tiver alguma dificuldade, posso te passar um tutorial ou até mesmo marcar a consulta por você.
[customer] Já tentei td isso, mas o site ta bugado e não consigo avançar. Show, como eu faço agora?
[agent] Desculpe pelo inconveniente. Vou te passar o número do nosso suporte técnico para que você possa relatar o problema. Também posso oferecer uma marcação de consulta via telefone, se preferir. Qual é o seu melhor contato para que eu possa te ligar e resolver isso?
[customer] Ta bom, meu telefone é 11 1234-5678. Obrigado, espero que vc consiga resolver isso
[agent] Sem problemas, vou te ligar agora para marcar a consulta e também vamos resolver o problema com o site. Se tiver mais alguma coisa, é só me chamar, beleza?",duvida_servico,saude,negative,6,False
conv_00760,"[customer] Oi, vc tem algum imovel em sao paulo com 3 quartos e suite?
[agent] Bem-vindo! Sim, temos varios imoveis em Sao Paulo que atendem ao seu requisito. Posso te enviar uma lista com as opcoes disponiveis?
[customer] Show, td bem! Quero algo com varanda e vista para o parque. Qual o preco aproximado?
[agent] Beleza! Os preços variam de acordo com a localizacao e o tamanho do imovel, mas posso te dar uma ideia. Os imoveis com varanda e vista para o parque em Sao Paulo podem variar de R$ 800.000 a R$ 1.200.000. Quer que eu te envie algumas opcoes específicas?
[customer] Ta bom, me envie as opcoes. E como funciona o processo de compra?
[agent] Claro! Vou te enviar um e-mail com as opcoes de imoveis que combinam com o que vc está procurando. Quanto ao processo de compra, é bem simples. Nós temos um time de especialistas que vão te ajudar em todos os passos, desde a visita ao imovel até a finalizacao da compra. Vou te incluir os contatos deles no e-mail também.
[customer] Obrigado, vc foi muito ajudful! Aguardo o e-mail
[agent] De nada! Fico feliz em ter podido ajudar. O e-mail já está a caminho. Se tiver mais alguma duvida, não hesite em entrar em contato. Tenha um ótimo dia!",duvida_produto,imobiliario,positive,8,False
conv_00395,"[customer] Olha, vc pode me ajudar a cancelar o meu plano de internet? Ta dando muito problema e td
[agent] Beleza, posso te ajudar com isso! Você poderia me informar o seu número de telefone ou o código do seu plano para que eu possa verificar os detalhes?
[customer] Show, o numero e 999999999 e o plano e o mais barato que vc tem, nao me lembro o nome
[agent] Tudo bem, já encontrei o seu plano. Você gostaria de cancelar o plano de internet por completo ou apenas fazer uma suspensão temporária?
[customer] Nao, quero cancelar td, nao quero mais o servico, ta muito ruim
[agent] Entendi, vou fazer o cancelamento do seu plano. Você receberá um e-mail com as informações do cancelamento e também uma fatura com os valores a serem pagos até a data de cancelamento, que é o dia 15 do mês que vem. Tudo ok?
[customer] Ta bom, obrigado, show de bola
[agent] De nada! Fico feliz em ter podido ajudar. Se tiver mais alguma coisa, é só chamar. Tenha um ótimo dia!",cancelamento,telecom,negative,8,False
conv_00035,"[customer] Ei, vc pode me explicar como funciona o processo de cobrança da conta corrente? td bem complicado e eu to com dificuldade pra entender
[agent] Beleza, posso te ajudar com isso! A cobrança é feita automaticamente todo dia 10 do mês, caso você tenha saldo suficiente na conta. Se não tiver, a cobrança é tentada novamente após 3 dias. Você está tendo algum problema específico com a cobrança?
[customer] Sim, eu acho que houve um erro na cobrança do mês passado. Eu pagiei td certinho, mas o sistema ta me cobrando novamente. Isso ta me deixando louco
[agent] Entendi, show, vamos resolver isso! Você pode me fornecer o número da sua conta e o mês de referência da cobrança que deu erro? Vou verificar o que aconteceu e ver o que posso fazer pra te ajudar
[customer] Ta bom, a conta é 123456 e o mês passado. Eu já tentei resolver isso pelo aplicativo, mas não consegui. Espero que vc consiga me ajudar
[agent] Certo, já verifiquei e parece que houve um problema técnico que causou a cobrança duplicada. Vou solicitar o estorno do valor e você deve receber de volta em até 3 dias úteis. Se tiver mais alguma coisa, é só me chamar, ok?
[customer] Obrigado, vc foi muito helpful! Estou aliviado que isso vai ser resolvido. Se eu tiver mais algum problema, eu sei que posso contar com vc
[agent] De nada! Fico feliz em ter podido ajudar. Se precisar de mais alguma coisa, não hesite em entrar em contato. Tenha um ótimo dia!",duvida_servico,financeiro,negative,8,False
conv_00475,"[customer] Oi, vc pode me ajudar com o app da clinica? td o tempo que eu tento logar, da erro
[agent] Claro, beleza! Posso tentar ajudar sim. Qual é o erro que você está vendo quando tenta logar? É um código de erro específico ou uma mensagem de erro?
[customer] Naum lembro o codigo, mas da algo sobre senha ou usuario invalido. Ja troquei a senha e td, mas nao consigo entrar
[agent] Ta bom, vamos tentar resolver isso. Você pode me dar seu CPF ou número de cadastro para que eu possa verificar se há algum problema com sua conta? Além disso, você está usando o app mais recente?
[customer] Show, meu cpf é 12345678901. E sim, eu atualizei o app ontem
[agent] Certo, eu encontrei o problema. Parece que houve uma falha no nosso sistema e sua conta foi desativada por engano. Vou reativar agora e você deve conseguir logar novamente. Se tiver mais algum problema, é só me chamar, ok?
[customer] Beleza, muito obrigado! Vou tentar agora
[agent] De nada! Se precisar de mais alguma coisa, não hesite em entrar em contato. Tenha um ótimo dia!",suporte_tecnico,saude,neutral,8,False
